<<<<<<< HEAD
SG_UF,CO_MUNICIPIO,NO_MUNICIPIO,ID_ESCOLA,NO_ESCOLA,REDE,VL_APROVACAO_2017_SI_4,VL_APROVACAO_2019_SI_4,VL_APROVACAO_2021_SI_4,VL_INDICADOR_REND_2017,VL_INDICADOR_REND_2019,VL_INDICADOR_REND_2021,VL_NOTA_MATEMATICA_2017,VL_NOTA_MATEMATICA_2019,VL_NOTA_MATEMATICA_2021,VL_NOTA_PORTUGUES_2017,VL_NOTA_PORTUGUES_2019,VL_NOTA_PORTUGUES_2021,VL_NOTA_MEDIA_2017,VL_NOTA_MEDIA_2019,VL_NOTA_MEDIA_2021,VL_OBSERVADO_2017,VL_OBSERVADO_2019,VL_OBSERVADO_2021,VL_PROJECAO_2019,VL_PROJECAO_2021,RESULTADO_2019,RESULTADO_2021
PB,2511400.0,Picuí,25043269.0,EEEM SEVERINO GREGORIO DANTAS,Estadual,73.1,90,97.1,0.731704,0.916593,0.97498,263.44,270.77,ND,251.48,268.07,ND,4.154185,4.505488,-,3,4.1,,3.2,3.5,0.8999999999999995,
PB,2511400.0,Picuí,25043277.0,ECIT ESTADUAL PROFESSOR LORDAO,Estadual,89.1,92.9,99.6,0.887909,0.935926,0.996306,269.32,295.57,ND,263.44,305.71,ND,4.415811,5.417275,-,3.9,5.1,,4.1,4.4,1.0,
PB,2511400.0,Picuí,25115723.0,EEEFM FELIPE TIAGO GOMES,Estadual,65.4,82.7,89.9,0.659147,0.846688,0.898814,254.98,276.56,262.77,259.92,276.02,264.93,4.161712,4.70582,4.346122,2.7,4.0,3.9,2.9,3.2,1.1,0.6999999999999997
PB,2511400.0,Picuí,25283928.0,IFPB - CAMPUS PICUI,Federal,-,94.5,85.7,-,0.953414,0.860174,-,ND,ND,-,ND,ND,-,-,-,-,,,,,,
PB,2511509.0,Pilar,25089250.0,ECI EEM JOSE LINS DO REGO,Estadual,73.2,73.4,100,0.746297,0.720505,1,239.94,247.15,ND,249.08,259.42,ND,3.788201,4.044255,-,2.8,2.9,,3.0,3.2,-0.10000000000000009,
PB,2511608.0,Pilões,25065726.0,ECI EEFM ANTONIETA CORREIA DE MENEZES,Estadual,83.4,83.9,99.7,0.843579,0.841178,0.996982,235.63,238.86,ND,233.83,241.53,ND,3.499373,3.660008,-,3,3.1,,3.2,3.4,-0.10000000000000009,
PB,2511707.0,Pilõezinhos,25070088.0,EEEFM SILVIO PORTO,Estadual,86.4,80.5,97.3,0.862503,0.81702,0.974214,ND,262.88,236.77,ND,264.15,239.68,-,4.33599,3.60296,-,3.5,3.5,,3.8,,-0.2999999999999998
PB,2511806.0,Pirpirituba,25070290.0,EEEF MONS WALFREDO LEAL,Estadual,-,93.8,97.9,-,0.942647,0.978608,-,240.64,ND,-,248.39,ND,-,3.787703,-,-,3.6,,,3.8,,
PB,2511806.0,Pirpirituba,25070312.0,ECI AUGUSTO DE ALMEIDA,Estadual,96,73.2,98.4,0.960494,0.759708,0.984885,ND,ND,ND,ND,ND,ND,-,-,-,-,,,,,,
PB,2511905.0,Pitimbu,25101072.0,EEEFM DR JOAO GONCALVES,Estadual,51.2,67.6,87.4,0.529167,0.686729,0.875018,ND,ND,ND,ND,ND,ND,-,-,-,-,,,,,,
PB,2511905.0,Pitimbu,25101099.0,ECIT DURVAL GUEDES,Estadual,88,81.6,100,0.891103,0.823778,1,224.05,256.92,ND,237.99,265.6,ND,3.399008,4.273989,-,3,3.5,,3.2,3.5,0.2999999999999998,
PB,2512002.0,Pocinhos,25057146.0,ECI EEM ANTONIO GALDINO FILHO,Estadual,75,93.7,100,0.765715,0.943207,1,259.07,280.18,251.27,263.96,288.23,259.8,4.279635,4.939447,4.107809,3.3,4.7,4.1,3.5,3.7,1.2000000000000002,0.39999999999999947
PB,2512036.0,Poço Dantas,25012940.0,ECI EEM JOSE NILSON SANTIAGO,Estadual,79.3,82.3,95.2,0.799842,0.826099,0.957823,ND,265.64,ND,ND,271.65,ND,-,4.48703,-,-,3.7,,,3.9,,
PB,2512077.0,Poço de José de Moura,25005995.0,ECI PROFESSORA FRANCISCA FONSECA MATIAS,Estadual,84.2,94,100,0.844655,0.93374,1,ND,267.92,ND,ND,279.18,ND,-,4.631777,-,-,4.3,,,4.5,,
PB,2512101.0,Pombal,25015869.0,ECITEEFM MONSENHOR VICENTE FREITAS,Estadual,97.8,93.4,99.3,0.976851,0.934825,0.992634,289.2,304.24,276.79,292.08,308.25,280.09,5.123767,5.577069,4.769978,5,5.2,4.7,5.2,5.4,0.0,-0.7000000000000002
PB,2512101.0,Pombal,25015885.0,EEEFM JOAO DA MATA,Estadual,82.6,87.4,100,0.851491,0.884342,1,ND,257.35,ND,ND,262.34,ND,-,4.231226,-,-,3.7,,,4.0,,
PB,2512101.0,Pombal,25015893.0,EEEFM ARRUDA CAMARA,Estadual,87.6,95.1,100,0.873368,0.953706,1,ND,291.94,ND,ND,293.83,ND,-,5.188448,-,-,4.9,,,5.2,,
PB,2512101.0,Pombal,25118560.0,EEEFM JOANA IVONILDES BANDEIRA,Estadual,-,-,100,-,-,1,-,-,262.55,-,-,268.91,-,-,4.402613,-,,4.4,,,,
PB,2512200.0,Prata,25046950.0,ECIT FRANCISCO DE ASSIS GONZAGA,Estadual,75.5,88.2,95.5,0.800323,0.897714,0.96082,271.46,272.43,ND,273.72,287.8,ND,4.599759,4.824162,-,3.7,4.3,,3.9,4.1,0.3999999999999999,
PB,2512309.0,Princesa Isabel,25036300.0,EEEFN GAMA E MELO,Estadual,55,57.9,99.6,0.548256,0.537901,0.996982,238.99,258.92,232.22,242.23,264.91,240.2,3.672313,4.29175,3.546839,2,2.3,3.5,2.6,2.8,-0.30000000000000027,0.7000000000000002
PB,2512309.0,Princesa Isabel,25036335.0,ECI NOSSA SENHORA DO BOM CONSELHO,Estadual,88.8,86.7,92.2,0.907029,0.860164,0.928109,281.99,290.98,ND,277.98,285.32,ND,4.811425,5.047569,-,4.4,4.3,,4.6,4.8,-0.2999999999999998,
PB,2512309.0,Princesa Isabel,25282930.0,IFPB - CAMPUS PRINCESA ISABEL,Federal,82.3,93.8,73.8,0.867991,0.937036,0.752574,ND,288.21,ND,ND,279.66,ND,-,4.923934,-,-,4.6,,,4.8,,
PB,2512408.0,Puxinanã,25078550.0,ECI PLINIO LEMOS,Estadual,86.5,-,100,0.869361,-,1,234.75,-,ND,251.96,-,ND,3.758421,-,-,3.3,,,3.5,3.7,,
PB,2512408.0,Puxinanã,25078569.0,EEEF SEVERIANO PEDRO DO NASCIMENTO,Estadual,81.8,77.8,98.7,0.827751,0.777352,0.990835,ND,281,258.03,ND,280.28,263.73,-,4.831952,4.261585,-,3.8,4.2,,4.0,,0.20000000000000018
PB,2512408.0,Puxinanã,25078577.0,EEEFM CONEGO ANTONIO GALDINO,Estadual,-,81.8,98.6,-,0.815147,0.9853,-,254.94,244.64,-,254.3,249.36,-,4.077018,3.858403,-,3.3,3.8,,3.5,,0.2999999999999998
PB,2512507.0,Queimadas,25078992.0,ECIT FRANCISCO ERNESTO DO REGO,Estadual,70.9,66.2,89.2,0.710062,0.659804,0.890995,ND,259.06,ND,ND,260.95,ND,-,4.234435,-,-,2.8,,,3.0,,
PB,2512507.0,Queimadas,25079115.0,ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL MEDIO E EJA JOSE TAVARES,Estadual,-,-,100,-,-,1,-,-,261.8,-,-,256.99,-,-,4.213636,-,,4.2,,,,
PB,2512507.0,Queimadas,25126415.0,EEEFM TEREZA ALVES DE MOURA,Estadual,68,68.2,99.8,0.660615,0.708752,0.997319,ND,272.9,ND,ND,270.63,ND,-,4.573727,-,-,3.2,,,3.5,,
PB,2512606.0,Quixaba,25022059.0,ECIEEM HERCULANO PEREIRA,Estadual,85.2,100,96.7,0.851531,1,0.96595,ND,219.77,ND,ND,218.87,ND,-,3.052669,-,-,3.1,,,3.3,,
PB,2512705.0,Remígio,25057820.0,ECIT JOSE BRONZEADO SOBRINHO,Estadual,66.7,84.4,98.5,0.677504,0.826775,0.986566,ND,267,ND,ND,286.15,ND,-,4.723197,-,-,3.9,,,4.1,,
PB,2512705.0,Remígio,25057839.0,EEEFM DR CUNHA LIMA,Estadual,-,54.8,98.7,-,0.559602,0.988316,-,ND,ND,-,ND,ND,-,-,-,-,,,,,,
PB,2512721.0,Pedro Régis,25086324.0,EEEFM MARGARIDA DIAS,Estadual,83.1,77.3,100,0.834874,0.774376,1,247.35,ND,ND,250.85,ND,ND,3.918771,-,-,3.3,,,3.5,3.7,,
PB,2512747.0,Riachão,25058991.0,EEEFM PEDRO RIBEIRO DE LIMA,Estadual,89.7,79.7,93.1,0.893828,0.796123,0.924041,241.7,ND,ND,252.82,ND,ND,3.868908,-,-,3.5,,,3.7,3.9,,
PB,2512754.0,Riachão do Bacamarte,25081349.0,EEEFM ADAUTO CABRAL DE VASCONCELOS,Estadual,79.9,80.1,96.6,0.824667,0.802392,0.966079,ND,244.38,ND,ND,269.36,ND,-,4.154153,-,-,3.3,,,3.5,,
PB,2512762.0,Riachão do Poço,25089838.0,ECI EEFM RIACHAO DO POCO,Estadual,60.8,66.5,99.5,0.564593,0.680061,0.996306,242.94,262.82,ND,242.42,265.1,ND,3.730635,4.349369,-,2.1,3.0,,2.6,2.8,0.3999999999999999,
PB,2512788.0,Riacho de Santo Antônio,25051660.0,ECI ANA FERREIRA DA COSTA,Estadual,80,86.4,-,0.799959,0.85173,-,269.7,304.74,-,267.55,298.72,-,4.482675,5.441427,-,3.6,4.6,,3.8,4.0,0.7999999999999998,
PB,2512804.0,Riacho dos Cavalos,25003410.0,ECIT EEM DANIEL CARNEIRO,Estadual,80.2,92.5,99.4,0.810192,0.923696,0.993927,264.81,260.98,ND,256.82,267.1,ND,4.253367,4.353467,-,3.4,4.0,,3.7,3.9,0.2999999999999998,
PB,2512903.0,Rio Tinto,25087860.0,ECITE LUIZ GONZAGA BURITY,Estadual,72.4,89.9,94.4,0.726139,0.90037,0.94367,ND,270.91,ND,ND,298.65,ND,-,4.965238,-,-,4.5,,,4.7,,
PB,2512903.0,Rio Tinto,25087878.0,EEIEFM GUILHERME DA SILVEIRA,Estadual,76.9,76.5,100,0.60009,0.766768,1,ND,265.47,223.48,ND,270.37,246.61,-,4.465481,3.520045,-,3.4,3.5,,3.6,,-0.10000000000000009
PB,2512903.0,Rio Tinto,25087894.0,EEIEFM DR JOSE LOPES RIBEIRO,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
PB,2512903.0,Rio Tinto,25087908.0,EEEFM FREDERICO LUNDGREN,Estadual,-,85.6,100,-,0.856574,1,-,ND,ND,-,ND,ND,-,-,-,-,,,,,,
PB,2512903.0,Rio Tinto,25088220.0,EEIEF CACIQUE DOMINGOS BARBOSA DOS SANTOS,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
PB,2513000.0,Salgadinho,25038796.0,ESCOLA CIDADA INTEGRAL ESTADUAL DE ENSINO MEDIO DR FENELON NOBREGA,Estadual,91.5,92.4,93.8,0.92334,0.927532,0.942911,254.69,261.4,ND,265.04,264.92,ND,4.234286,4.326731,-,3.9,4.0,,4.1,4.3,-0.09999999999999964,
PB,2513109.0,Salgado de São Félix,25082922.0,ECI ANA RIBEIRO,Estadual,77.8,86.1,99.5,0.758043,0.868425,0.994949,ND,235.27,ND,ND,258.52,ND,-,3.863928,-,-,3.4,,,3.6,,
PB,2513109.0,Salgado de São Félix,25082949.0,EEEFM ARNALDO MAROJA,Estadual,75.2,85.9,94.1,0.747573,0.86208,0.945527,ND,ND,ND,ND,ND,ND,-,-,-,-,,,,,,
PB,2513109.0,Salgado de São Félix,25082957.0,EEEFM DE DOIS RIACHOS,Estadual,90.8,-,-,0.896679,-,-,237.71,-,-,260.17,-,-,3.922898,-,-,3.5,,,3.7,4.0,,
PB,2513158.0,Santa Cecília,25084992.0,ECI EEM ANTONIO FRANCISCO GOMES,Estadual,64.5,70.9,98.7,0.655811,0.716108,0.987569,238.2,252.01,242.17,238.34,258.73,245.41,3.602984,4.102184,3.764581,2.4,2.9,3.7,2.6,2.8,0.2999999999999998,0.9000000000000004
PB,2513208.0,Santa Cruz,25017080.0,ECIT EEFM VALDEMIRO WANDERLEY DE OLIVEIRA,Estadual,81.2,58.9,98.7,0.82217,0.572564,0.989449,253.1,307.57,270.89,255.11,295.99,271.27,4.063301,5.440306,4.555077,3.3,3.1,4.5,3.6,3.8,-0.5,0.7000000000000002
PB,2513307.0,Santa Helena,25009923.0,EEEFM PROF JOSE BENTO,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
PB,2513307.0,Santa Helena,25009931.0,ECI ELAINE SOARES BRASILEIRO,Estadual,83.7,96.8,100,0.851252,0.963135,1,259.62,288.07,281.22,276.47,288.89,292.55,4.474635,5.060142,5.018724,3.8,4.9,5.0,4.0,4.2,0.9000000000000004,0.7999999999999998
PB,2513356.0,Santa Inês,25028103.0,EEEFM ENEAS LEITE,Estadual,91.4,92.2,93.8,0.926698,0.924252,0.933165,248.95,ND,ND,251.71,ND,ND,3.954117,-,-,3.7,,,3.9,4.1,,
PB,2513406.0,Santa Luzia,25039032.0,ECITE PADRE JERONIMO LAUWEN,Estadual,76.8,82.1,99.5,0.775153,0.81251,0.993927,ND,257.98,ND,ND,261.39,ND,-,4.225853,-,-,3.4,,,3.6,,
PB,2513406.0,Santa Luzia,25130552.0,IFPB - CAMPUS SANTA LUZIA,Federal,-,-,87.9,-,-,0.867448,-,-,ND,-,-,ND,-,-,-,-,,,,,,
PB,2513505.0,Santana de Mangueira,25031783.0,ECIT EEFM PRESIDENTE KENNEDY,Estadual,88.7,87.7,100,0.890006,0.890021,1,ND,244.56,ND,ND,245.47,ND,-,3.799046,-,-,3.4,,,3.6,,
PB,2513604.0,Santana dos Garrotes,25027174.0,EEEF DOUTOR FELIZARDO TEOTONIO DANTAS,Estadual,67.4,92.3,-,0.673365,0.923201,-,ND,274.03,-,ND,266.14,-,-,4.522382,-,-,4.2,,,4.4,,
PB,2513604.0,Santana dos Garrotes,25027190.0,ECI EEM DOUTOR FELIZARDO LEITE,Estadual,-,-,100,-,-,1,-,-,ND,-,-,ND,-,-,-,-,,,,,,
PB,2513653.0,Joca Claudino,25012932.0,EEEFM SAO JOSE OPERARIO,Estadual,80.6,89.5,99,0.786759,0.884939,0.993585,223.31,ND,243.85,217.94,ND,260.62,3.088465,-,4.015871,2.4,,4.0,2.6,2.8,,1.2000000000000002
PB,2513703.0,Santa Rita,25099116.0,ECIT PROFESSOR LUIS DE AZEVEDO SOARES,Estadual,62.3,92.5,100,0.615628,0.932841,1,ND,263.65,ND,ND,279.26,ND,-,4.573003,-,-,4.3,,,4.5,,
PB,2513703.0,Santa Rita,25099124.0,EEEFM FRANCISCO LEOCADIO RIBEIRO COUTINHO,Estadual,58.2,77.9,96.6,0.587891,0.78282,0.966044,ND,ND,ND,ND,ND,ND,-,-,-,-,,,,,,
PB,2513703.0,Santa Rita,25099159.0,ECIT ENEAS CARVALHO,Estadual,67.1,85.9,96,0.675243,0.865944,0.959994,ND,ND,ND,ND,ND,ND,-,-,-,-,,,,,,
PB,2513703.0,Santa Rita,25099175.0,ECIT MARIA HONORINA SANTIAGO,Estadual,64.8,72.5,88,0.649174,0.728131,0.881163,ND,ND,ND,ND,ND,ND,-,-,-,-,,,,,,
PB,2513703.0,Santa Rita,25099256.0,ECI EEFM MARIA DE LOURDES ARAUJO,Estadual,73.9,84,100,0.741547,0.841979,1,ND,ND,ND,ND,ND,ND,-,-,-,-,,,,,,
PB,2513703.0,Santa Rita,25099299.0,EEEFM CARLOS CHAGAS,Estadual,82,85.8,94.7,0.821375,0.85484,0.949157,ND,ND,ND,ND,ND,ND,-,-,-,-,,,,,,
PB,2513703.0,Santa Rita,25099507.0,ENEEFM ANISIO PEREIRA BORGES,Estadual,56.4,76.5,89.5,0.581939,0.784246,0.932443,ND,236.57,ND,ND,244.45,ND,-,3.671558,-,-,2.9,,,3.1,,
PB,2513703.0,Santa Rita,25099957.0,EEEFM DE FORTE VELHO,Estadual,54.9,81,-,0.538549,0.788674,-,ND,ND,-,ND,ND,-,-,-,-,-,,,,,,
PB,2513703.0,Santa Rita,25116762.0,EEEFM LUIZ RIBEIRO LIMEIRA,Estadual,-,65.6,100,-,0.693575,1,-,ND,ND,-,ND,ND,-,-,-,-,,,,,,
PB,2513703.0,Santa Rita,25128418.0,ECI HELINTON SANTANA,Estadual,-,94.9,-,-,0.950093,-,-,ND,-,-,ND,-,-,-,-,-,,,,,,
PB,2513703.0,Santa Rita,25128590.0,IFPB - CAMPUS SANTA RITA,Federal,-,95.5,85,-,0.95374,0.849679,-,ND,294.62,-,ND,305.61,-,-,5.402436,-,,4.6,,,,
PB,2513802.0,Santa Teresinha,25022296.0,ECI PROFESSOR JOAO NOBERTO,Estadual,89.2,95.7,96.8,0.890225,0.957135,0.972203,255.22,267.3,ND,253.08,264.25,ND,4.062688,4.399566,-,3.6,4.2,,3.8,4.1,0.40000000000000036,
PB,2513851.0,Santo André,25054023.0,ECI PROFESSORA NEIR ALVES PORTO,Estadual,76.5,77.9,100,0.761393,0.703242,1,261.6,275.4,ND,267.01,274.04,ND,4.360827,4.659887,-,3.3,3.3,,3.5,3.8,-0.20000000000000018,
PB,2513901.0,São Bento,25003844.0,EEEFM JOAO SILVEIRA GUIMARAES,Estadual,80.3,77.2,70.9,0.809252,0.753573,0.713318,268.16,261.65,ND,260.66,257.31,ND,4.357902,4.21632,-,3.5,3.2,,3.7,4.0,-0.5,
PB,2513901.0,São Bento,25129287.0,ESCOLA CIDADA INTEGRAL TECNICA ESTADUAL DE SAO BENTO,Estadual,-,95.4,99.7,-,0.955491,0.997319,-,300.37,ND,-,287.39,ND,-,5.21044,-,-,5.0,,,5.2,,
PB,2513927.0,São Bentinho,25016105.0,ECI EEM DEPUTADO LEVI OLIMPIO FERREIRA,Estadual,91.7,82.8,100,0.931319,0.816542,1,258.67,283.91,270.65,241.6,281.47,271.32,3.939286,4.890637,4.552455,3.7,4.0,4.6,3.9,4.1,0.10000000000000009,0.5
PB,2513943.0,São Domingos do Cariri,25053493.0,ECIT FRANCISCO DEODATO DO NASCIMENTO,Estadual,95.8,93.9,-,0.937359,0.913146,-,278.78,298.91,-,279.86,290.97,-,4.794485,5.243527,-,4.5,4.8,,4.7,4.9,0.09999999999999964,
PB,2513943.0,São Domingos do Cariri,25053647.0,E M E F JOAO MARTINS DOS SANTOS,Municipal,76.2,85.7,89.5,0.772824,0.848573,0.892006,303.95,312.43,290.77,298.75,302.98,290.43,5.43078,5.613205,5.121117,4.2,4.8,4.6,4.4,4.6,0.39999999999999947,0.0
PB,2513968.0,São Domingos,25016164.0,ECIT CICERO SEVERO LOPES,Estadual,96.7,91.1,100,0.975891,0.920628,1,272.42,272.68,256.03,274.68,279.95,271.03,4.627614,4.710158,4.342777,4.5,4.3,4.3,4.7,4.9,-0.40000000000000036,-0.6000000000000005
PB,2513984.0,São Francisco,25019597.0,ECIEEM DORGIVAL SILVEIRA,Estadual,95.6,84,100,0.966951,0.827288,1,ND,266.96,260.31,ND,268.75,269.84,-,4.462156,4.385075,-,3.7,4.4,,3.9,,0.5000000000000004
PB,2514008.0,São João do Cariri,25054180.0,ECI JORNALISTA JOSE LEAL RAMOS,Estadual,88.7,94.4,100,0.894402,0.945847,1,249.85,260.58,264.32,257.57,268.79,268.16,4.054482,4.373148,4.416245,3.6,4.1,4.4,3.8,4.1,0.2999999999999998,0.3000000000000007
PB,2514107.0,São João do Tigre,25047116.0,EEEFM MARIO OLIVEIRA CHAVES,Estadual,90.8,92.1,100,0.905108,0.925923,1,243.72,252.39,ND,226.57,250.12,ND,3.504314,3.978629,-,3.2,3.7,,3.4,3.6,0.30000000000000027,
PB,2514206.0,São José da Lagoa Tapada,25017438.0,ECIEEFM ANTONIO GREGORIO DE LACERDA,Estadual,82.7,93.9,100,0.835476,0.92872,1,233,246.5,268.08,231.77,244.97,260.3,3.431597,3.818808,4.351389,2.9,3.5,4.4,3.1,3.3,0.3999999999999999,1.1000000000000005
PB,2514305.0,São José de Caiana,25032518.0,ECIEEFM OTAVIANO L DA SILVA,Estadual,87.7,79.8,99.7,0.896319,0.791429,0.997319,260.19,236.49,ND,248.59,238.01,ND,4.065275,3.574027,-,3.6,2.8,,3.9,4.1,-1.1,
PB,2514404.0,São José de Espinharas,25022652.0,ECIEEFM JOSE AMERICO DE ALMEIDA,Estadual,77.5,87.5,100,0.780821,0.8796,1,250.45,269.55,ND,246.48,262.71,ND,3.896891,4.408113,-,3,3.9,,3.3,3.5,0.6000000000000001,
PB,2514453.0,São José dos Ramos,25089242.0,EEEFM JOCELYN VELLOSO BORGES,Estadual,79.3,72.3,100,0.779672,0.739245,1,ND,ND,ND,ND,ND,ND,-,-,-,-,,,,,,
PB,2514453.0,São José dos Ramos,25089331.0,EMEIFM ANISIO PEREIRA BORGES,Municipal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
PB,2514503.0,São José de Piranhas,25010565.0,ECIT PREFEITO JOAQUIM LACERDA LEITE,Estadual,70.7,91,100,0.706388,0.914306,1,254.64,266.34,ND,240.81,269.27,ND,3.870859,4.461233,-,2.7,4.1,,2.9,3.1,1.1999999999999997,
PB,2514503.0,São José de Piranhas,25011669.0,E EST DE CURSO NORMAL EM NIVEL MEDIO SAO JOSE,Estadual,84.5,79.9,81.3,0.861266,0.806865,0.854427,ND,270.3,ND,ND,273.84,ND,-,4.585264,-,-,3.7,,,3.9,,
PB,2514552.0,São José de Princesa,25037137.0,ESCOLA CIDADA INTEGRAL ESTADUAL DE ENSINO FUNDAMENTAL E MEDIO DEPUTADO NOMINANDO MUNIZ DINIZ,Estadual,85.5,83.8,100,0.863871,0.863503,1,252.41,269.79,239.33,240.26,265.36,247.04,3.831305,4.451155,3.749094,3.3,3.8,3.7,3.5,3.7,0.2999999999999998,0.0
PB,2514602.0,São José do Bonfim,25023187.0,ECI EEM MARIA DE LOURDES MEIRA,Estadual,91.6,89.4,97.9,0.912821,0.893548,0.977617,ND,263.41,232.73,ND,261.27,244,-,4.30032,3.610889,-,3.8,3.5,,4.1,,-0.5999999999999996
PB,2514651.0,São José do Brejo do Cruz,25001302.0,EEEFM OLIVIA SARAIVA MAIA,Estadual,81.2,85.9,100,0.809612,0.849723,1,ND,277.55,ND,ND,278.59,ND,-,4.758197,-,-,4.0,,,4.3,,
PB,2514701.0,São José do Sabugi,25039504.0,EEEFM OLAVO BILAC,Estadual,84.9,78.7,95.5,0.832574,0.794057,0.955123,260.42,ND,ND,246.83,ND,ND,4.042158,-,-,3.4,,,3.6,3.8,,
PB,2514800.0,São José dos Cordeiros,25047450.0,ECIEEFM BARTOLOMEU MARACAJA,Estadual,69.1,84.9,100,0.528066,0.828726,1,ND,282.04,248.62,ND,276.26,246.49,-,4.786379,3.871338,-,4.0,3.9,,4.2,,-0.30000000000000027
PB,2514909.0,São Mamede,25040014.0,ECITE SERAFICO NOBREGA,Estadual,97.8,97.1,100,0.977986,0.969816,1,292.43,291.98,ND,284.5,289.13,ND,5.055659,5.11865,-,4.9,5.0,,5.2,5.4,-0.20000000000000018,
PB,2515005.0,São Miguel de Taipu,25089552.0,EEEFM MARIA LINS,Estadual,84.8,89.3,93,0.850015,0.888357,0.932301,232.32,ND,ND,242.05,ND,ND,3.575939,-,-,3,,,3.2,3.5,,
PB,2515005.0,São Miguel de Taipu,25089560.0,EEEFM SEVERINA DE HOLANDA CAVALCANTI,Estadual,73.6,-,-,0.731655,-,-,ND,-,-,ND,-,-,-,-,-,-,,,,,,
PB,2515104.0,São Sebastião de Lagoa de Roça,25062220.0,ECI EEM MONSENHOR JOSE BORGES,Estadual,79.8,84.8,97.9,0.789057,0.840808,0.981911,ND,259.26,ND,ND,266.65,ND,-,4.322573,-,-,3.6,,,3.9,,
PB,2515203.0,São Sebastião do Umbuzeiro,25048350.0,EEEFM MALAQUIAS BATISTA FEITOSA,Estadual,87.5,76.1,-,0.878075,0.725021,-,245.24,273.48,-,245.13,257.12,-,3.803507,4.379627,-,3.3,3.2,,3.6,3.8,-0.3999999999999999,
PB,2515302.0,Sapé,25089781.0,ECI MONSENHOR ODILON ALVES PEDROSA,Estadual,81.5,87.5,100,0.829727,0.871672,1,ND,250.8,ND,ND,257.57,ND,-,4.067824,-,-,3.5,,,3.8,,
PB,2515302.0,Sapé,25089811.0,EEEFM FAZENDA BURACAO,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
PB,2515302.0,Sapé,25089820.0,EEEFM GENTIL LINS,Estadual,74.1,71.3,98.3,0.746918,0.712156,0.983645,ND,247.79,ND,ND,256.58,ND,-,4.010729,-,-,2.9,,,3.1,,
PB,2515302.0,Sapé,25090135.0,ECI EEFM CASSIANO RIBEIRO COUTINHO,Estadual,77,75.1,100,0.788622,0.808719,1,244.97,271.56,ND,242.12,275.16,ND,3.754655,4.622721,-,3,3.7,,3.2,3.4,0.5,
PB,2515401.0,São Vicente do Seridó,25043897.0,ECI EEM CICERO DOS ANJOS,Estadual,81.7,82.7,100,0.826329,0.834116,1,251.77,262.07,ND,245.42,253.8,ND,3.899562,4.169674,-,3.2,3.5,,3.4,3.7,0.10000000000000009,
PB,2515500.0,Serra Branca,25048775.0,EEEFM MARIA BALBINA PEREIRA,Estadual,95.3,100,100,0.960043,1,1,248.58,284.24,258.13,249.45,282.53,260.27,3.915088,4.91114,4.211193,3.8,4.9,4.2,4.0,4.2,0.9000000000000004,0.0
PB,2515500.0,Serra Branca,25048880.0,EEEFM SENADOR JOSE GAUDENCIO,Estadual,80.4,87.7,96.8,0.821747,0.860032,0.973285,272.94,277.79,ND,263.63,279.85,ND,4.469498,4.78043,-,3.7,4.1,,3.9,4.1,0.19999999999999973,
PB,2515500.0,Serra Branca,25130110.0,ECIT SERRA BRANCA INACIO ANTONINO,Estadual,-,-,100,-,-,1,-,-,ND,-,-,ND,-,-,-,-,,,,,,
PB,2515609.0,Serra da Raiz,25070576.0,ECI MARIA JOSE DE MIRANDA BURITY,Estadual,98.9,86,96,0.988404,0.852149,0.962127,258.53,268.64,250.28,255.29,272.93,266.12,4.14226,4.548326,4.188515,4.1,3.9,4.0,4.3,4.5,-0.3999999999999999,-0.5
PB,2515708.0,Serra Grande,25032968.0,ECIEEM PROF JOSEFA JUSTINO GOMES,Estadual,91.9,93.3,100,0.912747,0.941431,1,234.38,253.34,ND,237.91,261.14,ND,3.542895,4.156942,-,3.2,3.9,,3.4,3.7,0.5,
PB,2515807.0,Serra Redonda,25080016.0,ECIEEFM DOM ADAUTO,Estadual,76.5,79.7,99.6,0.773987,0.770067,0.996306,259.32,233.8,ND,243.69,247.03,ND,3.979703,3.671276,-,3.1,2.8,,3.3,3.5,-0.5,
PB,2515906.0,Serraria,25066013.0,ECI EEFM ANTONIO BENTO,Estadual,85.9,96.4,97.2,0.875576,0.959147,0.977028,ND,ND,275.76,ND,ND,290.42,-,-,4.910153,-,,4.8,,,,
PB,2515930.0,Sertãozinho,25068342.0,ECI EEFM JOAO DE FREITAS MOUZINHO,Estadual,70.8,87.8,97,0.71288,0.878277,0.970172,ND,ND,ND,ND,ND,ND,-,-,-,-,,,,,,
PB,2515971.0,Sobrado,25122401.0,EEEFM SEVERINA RAMOS DE OLIVEIRA,Estadual,57.3,62.8,95.8,0.600329,0.654408,0.960289,ND,268.62,ND,ND,270.96,ND,-,4.518554,-,-,3.0,,,3.2,,
