SG_UF,CO_MUNICIPIO,NO_MUNICIPIO,ID_ESCOLA,NO_ESCOLA,REDE,ORIGEM,CATEGORY
PB,2508307.0,Lagoa Seca,25078038.0,EMEF SAO SEBASTIAO,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2508307.0,Lagoa Seca,25078054.0,EMEIEF ZEZITO RIBEIRO,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2508307.0,Lagoa Seca,25078062.0,EMEIEF SEVERINA CANDIDO DOS SANTOS,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2508406.0,Lastro,25014412.0,ECI EEM NESTORINA ABRANTES,Estadual,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS & MEDIO
PB,2508406.0,Lastro,25014560.0,EMEIF ISRAEL ABRANTES FERREIRA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2508505.0,Livramento,25045067.0,EEEF UMBELINA V DE QUEIROZ,Estadual,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2508554.0,Logradouro,25067753.0,EMEIF ANTONIO SOARES DA CRUZ,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2508604.0,Lucena,25098691.0,EMEF AUGUSTO GUEDES DA COSTA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2508604.0,Lucena,25098713.0,EMEFI EUGENIO DE SOUZA FALCAO,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2508604.0,Lucena,25098748.0,EMEFI JUVENCIO COELHO DE CARVALHO,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2508604.0,Lucena,25111680.0,EMEFEJA ELINORA DORNELAS MONTEIRO,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2508604.0,Lucena,25114751.0,EMEFI LUIZ DE SOUZA FALCAO,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2508604.0,Lucena,25123211.0,EMEF MACOM LUIZ FRANCA SOBRINHO,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2508604.0,Lucena,25274929.0,EMEFI GILBERTO INACIO DOS SANTOS,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2508703.0,Mãe d'Água,25020293.0,EMEF NABOR WANDERLEY,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2508703.0,Mãe d'Água,25115766.0,EMEF MARIA JERONIMO NUNES,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2508802.0,Malta,25114557.0,EMEIF MARTA NOBREGA RODRIGUES,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2508802.0,Malta,25114883.0,EMEIF JOSE FRANCISCO DA COSTA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2508901.0,Mamanguape,25086987.0,ESCOLA MUNICIPAL EF DE BREJINHO,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2508901.0,Mamanguape,25087053.0,ESCOLA MUNICIPAL DE EF JOSE HENRIQUES BARBOSA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2508901.0,Mamanguape,25087061.0,ESCOLA MUNICIPAL DE EF MARIO CAMPELO,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2508901.0,Mamanguape,25087070.0,ESCOLA MUNICIPAL DE E F MIGUEL DALIA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2508901.0,Mamanguape,25087126.0,ESCOLA MUNICIPAL DE EF PADRE GERALDO,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2508901.0,Mamanguape,25087134.0,EMEF CARLOS FERNANDES DE LIMA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2508901.0,Mamanguape,25087142.0,EMEF FRANCISCA ALMEIDA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2508901.0,Mamanguape,25087169.0,ESCOLA MUNICIPAL DE EF PROFA JACINTA BATISTA BEZERRA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2508901.0,Mamanguape,25087258.0,ESCOLA MUNICIPAL DE EF DA COMUNIDADE PEDRA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2508901.0,Mamanguape,25087274.0,ESCOLA MUNICIPAL DE EF DE IMBIRIBEIRA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2508901.0,Mamanguape,25087410.0,ESCOLA MUNICIPAL DE EF EMIDIO ANTONIO RODRIGUES,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2508901.0,Mamanguape,25105604.0,ESCOLA MUNICIPAL DE EF CARMELITA FELICIANO GOMES,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2508901.0,Mamanguape,25107828.0,ESCOLA MUNICIPAL DE EF CONEGO JOSE PAULO DE ALMEIDA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509008.0,Manaíra,25035908.0,EMEF DE MANAIRA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509057.0,Marcação,25087975.0,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL INDIGENA TEODOLINO SOARES DE LIMA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509057.0,Marcação,25088106.0,EMEF DEPUTADO EDUARDO FERREIRA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509057.0,Marcação,25088114.0,EMEF CACIQUE JOAO FRANCISCO BERNARDO,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509057.0,Marcação,25088203.0,EMEF PREFEITO SEVERINO SILVA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509057.0,Marcação,25088467.0,EMEF PROFª RAIMUNDA SOARES DE LIMA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509057.0,Marcação,25111841.0,EEEF INDIGENA JOSE FERREIRA PADILHA,Estadual,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509107.0,Mari,25088947.0,EMEIEF PROFESSOR JOSE VIEIRA LEAL,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509107.0,Mari,25088955.0,EMEIEF CANTALICE MAGALHAES,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509107.0,Mari,25088963.0,EEEIEF AUGUSTO DOS ANJOS,Estadual,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS & MEDIO
PB,2509107.0,Mari,25088998.0,EMEIEF AGUINALDO DE OLIVEIRA PONTES,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509107.0,Mari,25089056.0,EMEIEF DOMINGOS PEDRO FRANCO,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509107.0,Mari,25089064.0,EMEIEF O NAZARENO,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509107.0,Mari,25089102.0,EMEIEF ANTONIO ALEXANDRE DE MELO,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509107.0,Mari,25089129.0,EMEIEF PEDRO LEITE FILHO,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509107.0,Mari,25089137.0,EMEIEF PROFESSORA MARIA DAS DORES SILVA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509107.0,Mari,25089170.0,EMEIEF SAO VICENTE DE PAULO,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509107.0,Mari,25114042.0,EMEIEF PROFESSORA MARIA CABRAL DE MELO,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509107.0,Mari,25118943.0,EMEIEF ZUMBI DOS PALMARES,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509107.0,Mari,25123769.0,EMEIEF PROFESSORA MARIA ANUNCIADA DIAS,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509206.0,Massaranduba,25078194.0,EMEIEF ANTONIO RODRIGUES,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509206.0,Massaranduba,25078216.0,EMEIEF ENEAS DIAS CORREIA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509206.0,Massaranduba,25078488.0,EMEIEF MARIA ZECA DE SOUZA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509206.0,Massaranduba,25078496.0,EMEIEF SANTINHA RIBEIRO,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509206.0,Massaranduba,25104438.0,EMEIEF PEDACINHO DO CEU,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509305.0,Mataraca,25087754.0,EMEF ANTONIO MADEIRO DA COSTA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509305.0,Mataraca,25087789.0,EMEF JOSE RIBEIRO BESSA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509305.0,Mataraca,25087843.0,EM GRACINDA IRACEMA DA COSTA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509370.0,Mato Grosso,25125818.0,EM MARIA IZABEL DE ARAUJO,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509396.0,Maturéia,25037781.0,EEEFM ANTONIO MOACIR DANTAS CAVALCANTI,Estadual,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS & MEDIO
PB,2509396.0,Maturéia,25038222.0,EMEF RAIMUNDA TEREZA DE JESUS,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509396.0,Maturéia,25038338.0,EMEF JOSE RAMALHO XAVIER,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509404.0,Mogeiro,25082540.0,EEEF LEOVIGILDA MARTINS,Estadual,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509404.0,Mogeiro,25082647.0,EMEIEF SENADOR RUI CARNEIRO,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509404.0,Mogeiro,25082710.0,EMEIEF JOAO AVELINO DA SILVA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509404.0,Mogeiro,25082787.0,EMEIEF MARIA DAS DORES CHAGAS,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509503.0,Montadas,25062069.0,ECI MARIA JOSE DE SOUZA,Estadual,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS & MEDIO
PB,2509503.0,Montadas,25062123.0,EMEF GENUINO BRITO DA SILVA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509503.0,Montadas,25062131.0,EMEIF MARIA VITAL DOS SANTOS,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509602.0,Monte Horebe,25009575.0,EEEF VENANCIO DIAS,Estadual,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509701.0,Monteiro,25046071.0,EMEIEF BENICIA ALVES DE LIMA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509701.0,Monteiro,25046110.0,EMEIEF BRISA NUNES BRAZ,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509701.0,Monteiro,25046535.0,EMEIEF JOSE BELARMINO ALVES,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509701.0,Monteiro,25107321.0,EMEF I PROF JOSE DE ARAUJO VALENCA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509701.0,Monteiro,25116053.0,ESC MUL NATALICIA RODRIGUES DE ALMEIDA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509701.0,Monteiro,25130382.0,EMEF NAPOLEAO SANTA CRUZ NETO,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509701.0,Monteiro,25133217.0,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL SANTA FILOMENA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509800.0,Mulungu,25069632.0,CENTRO EDUC EPAMINONDAS TORRES DE AQUINO,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509800.0,Mulungu,25070002.0,GRUPO ESCOLAR MUNICIPAL FRANCISCO CAMILO PEREIRA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509800.0,Mulungu,25070029.0,GR ESC MUL MAXIMO SOUZA MALHEIROS,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509909.0,Natuba,25084674.0,ESCOLA MUNICIPAL PEDACINHO DE AMOR,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509909.0,Natuba,25084771.0,EMEIF JOAQUIM ANDRE DA SILVA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509909.0,Natuba,25084852.0,EMEIF DOM ADAUTO DE MIRANDA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2509909.0,Natuba,25084879.0,EEEF JOSE GONCALVES AMORIM,Estadual,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510006.0,Nazarezinho,25015060.0,EMEIEF AMELIA MARIA SARMENTO,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510105.0,Nova Floresta,25056611.0,EEEF DEP JOSE PEREIRA,Estadual,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510105.0,Nova Floresta,25056638.0,EEEF BENEDITO MARINHO DA COSTA,Estadual,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510105.0,Nova Floresta,25056654.0,EMEF DELANE SANTOS,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510105.0,Nova Floresta,25056662.0,EMEF MARIA ELENILDA BATISTA DANTAS,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510105.0,Nova Floresta,25056727.0,EMEF PROFA JULIETA DE LIMA E COSTA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510105.0,Nova Floresta,25056760.0,EMEF SENADOR RUI CARNEIRO,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510204.0,Nova Olinda,25025627.0,EEEFM MARIA DIONISIA DE SOUSA,Estadual,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510204.0,Nova Olinda,25025740.0,EMEIF PADRE JOSE DE ANCHIETA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510204.0,Nova Olinda,25025775.0,EMEIF PRESIDENTE MEDICI,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510303.0,Nova Palmeira,25042440.0,EMEF JOSEFA ROSA DANTAS,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510303.0,Nova Palmeira,25125265.0,EMEIF PROFESSORA BENITA DOS SANTOS CORDEIRO,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510402.0,Olho d'Água,25025813.0,EEEF CONEGO MANOEL OTAVIANO,Estadual,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510402.0,Olho d'Água,25025899.0,EMEF ANTONIO FAUSTO DE ALMEIDA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510402.0,Olho d'Água,25026208.0,EMEF JULIO MINERVINO,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510402.0,Olho d'Água,25105493.0,EMEF NECY MINERVINO DE CARVALHO,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510501.0,Olivedos,25056956.0,GR ESC FRANCISCO LUCINDO PEREIRA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510600.0,Ouro Velho,25046772.0,EMEF JACINTO DANTAS FILHO,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510659.0,Parari,25111329.0,EMEF LUIZ CORREIA DE QUEIROZ,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510709.0,Passagem,25020382.0,EMEF JOSE BRAZ DO NASCIMENTO,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510709.0,Passagem,25020390.0,EMEF MARIA QUITERIA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510709.0,Passagem,25129805.0,ESCOLA MUNICIPAL DE ENSINO INFANTIL E FUNDAMENTAL MARIA BERNADETE A COSTA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510709.0,Passagem,25133004.0,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL DEPUTADO GENIVAL MATIAS,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510808.0,Patos,25020897.0,EEEF MADRE AUXILIADORA,Estadual,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510808.0,Patos,25020919.0,EEEF ALEXANDRINO RODRIGUES DE OLIVEIRA,Estadual,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510808.0,Patos,25021095.0,EMEF LIONS ADJALMA MEDEIROS,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510808.0,Patos,25021109.0,EMEF ANATILDES AIRES DE MOURA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510808.0,Patos,25021338.0,CIEP IV ALFREDO LUSTOSA E AGGEU DE CASTRO,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510808.0,Patos,25021346.0,EMEF RADIALISTA PAULO PORTO,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510808.0,Patos,25021435.0,ESC NOSSO LAR TIO JUCA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510808.0,Patos,25021494.0,ESCOLA ROTARY CLUB DE ENSINO FUNDAMENTAL MARCONI ARAUJO LEITE,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510808.0,Patos,25021524.0,CIEP V MARIA EUDOCIA -SANTA TEREZINHA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510808.0,Patos,25021630.0,CENTRO DE ESTIMULACAO DO DESENVOLVIMENTO INFANTIL NABOR WANDERLEY DA NOBREGA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510808.0,Patos,25021648.0,EMEF NELITA NOBREGA QUEIROZ,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510808.0,Patos,25021664.0,EMEF SIZENANDO F DE SOUSA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510808.0,Patos,25021702.0,EMEF DOM EXPEDITO E DE OLIVEIRA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510808.0,Patos,25021710.0,EMEF SENADOR HUMBERTO LUCENA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510808.0,Patos,25021737.0,EMEF CAPITAO MANOEL GOMES,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510808.0,Patos,25021796.0,EMEF MANOEL ROBERTO,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510808.0,Patos,25021800.0,CIEP II ANESIO LEAO E MIGUEL MOTA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510808.0,Patos,25021818.0,EMEF NINA NOBREGA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510808.0,Patos,25021842.0,EMEF SABINO FERREIRA FREIRE,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510808.0,Patos,25021850.0,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL TOBIAS MEDEIROS,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510808.0,Patos,25111248.0,EMEF PASTOR FRANK DYER,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510808.0,Patos,25114166.0,EMEF RAIMUNDA MELO DE MEDEIROS,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510808.0,Patos,25114182.0,EMEF MARIA DAS CHAGAS CANDEIA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510808.0,Patos,25117165.0,CRECHE INACIO FERNANDES DA NOBREGA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510808.0,Patos,25117289.0,EMEF ANTONIO GUEDES DOS SANTOS,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2510808.0,Patos,25122355.0,EMEF DIONISIO MARQUES DE ALMEIDA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2511103.0,Pedra Lavrada,25042670.0,EEEF PROF FRANCISCO FERREIRA,Estadual,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2511103.0,Pedra Lavrada,25042912.0,EMEF CALIXTO FRANCISCO DE MACEDO,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2511103.0,Pedra Lavrada,25043080.0,EMEF MANOEL FERREIRA DOS SANTOS,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2511103.0,Pedra Lavrada,25129775.0,EMEF RITA SAMPAIO MEIRA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2511202.0,Pedras de Fogo,25100718.0,EEEF DOM VITAL,Estadual,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2511202.0,Pedras de Fogo,25100734.0,ESCOLA MUNICIPAL JOSE FRANCISCO DA SILVA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2511202.0,Pedras de Fogo,25100750.0,EMEF HENRIQUE FERREIRA DA SILVA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2511202.0,Pedras de Fogo,25100769.0,ESCOLA MUNICIPAL SAMUEL COSTA DE LIMA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2511202.0,Pedras de Fogo,25100785.0,ESCOLA MUNICIPAL SEBASTIAO DE FRANCA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2511202.0,Pedras de Fogo,25100793.0,ESCOLA MUNICIPAL DE ENSINO DULCINETE NUNES DE MEDEIROS,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2511202.0,Pedras de Fogo,25100815.0,ESCOLA MUNICIPAL JOAO JOSE DA SILVA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2511202.0,Pedras de Fogo,25100866.0,GR ESC MUL ERNANI BEZERRA DE MENEZES,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2511202.0,Pedras de Fogo,25100904.0,EM DE 1º GRAU SEVERINO DA SILVA MADRUGA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2511202.0,Pedras de Fogo,25100939.0,GR ESC MUL JOSE AMARO CORDEIRO,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2511202.0,Pedras de Fogo,25100947.0,ESCOLA MUNICIPAL MARIA DA CONCEICAO,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2511202.0,Pedras de Fogo,25100955.0,GR ESC MUL RIACHO DO SALTO,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2511202.0,Pedras de Fogo,25100963.0,GR ESC MUL SEVERINO TELECIO DA SILVA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2511202.0,Pedras de Fogo,25100971.0,ESCOLA MUNICIPAL DE ENSINO INFANTIL E FUNDAMENTAL APRIGIO JOSE DA SILVA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2511202.0,Pedras de Fogo,25101005.0,GR ESC MUL JOSE DE ANCHIETA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2511202.0,Pedras de Fogo,25114727.0,EMEF JOAO ALEXANDRE DA SILVA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2511301.0,Piancó,25026488.0,EEEF MARIA ELIZA MONTENEGRO DE SOUZA,Estadual,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2511301.0,Piancó,25026690.0,EMEIF PEDRO MARINHEIRO DE SOUZA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2511301.0,Piancó,25026780.0,EMEIF ERNESTINA DE ARAUJO SILVA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2511301.0,Piancó,25026828.0,EMEIF MARIA DE LOURDES FREITAS DANTAS,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2511400.0,Picuí,25043315.0,EMEF FELIPE TIAGO GOMES,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2511400.0,Picuí,25043463.0,EMEF ANTONIO FERREIRA DA COSTA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2511400.0,Picuí,25043471.0,EMEF PEDRO HENRIQUES DA COSTA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2511400.0,Picuí,25043692.0,EMEF GOV FLAVIO RIBEIRO,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2511400.0,Picuí,25101349.0,EMEF PRES TANCREDO DE ALMEIDA NEVES,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2511400.0,Picuí,25130722.0,EMEF PROFESSORA JOSEFA SUELENE ARAUJO SANTOS,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2511509.0,Pilar,25089293.0,EEEF DR JOSE MARIA,Estadual,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2511509.0,Pilar,25089366.0,EMEIF PROF FRANCILEIDE DIAS DA COSTA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2511509.0,Pilar,25089455.0,EMEIF AUGUSTO MOUZINHO DE BRITO,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2511509.0,Pilar,25089480.0,EMEIF ANTONIO JOSE DA COSTA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2511509.0,Pilar,25089498.0,EMEIF MANOEL ALVES DE ARAUJO,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2511608.0,Pilões,25065793.0,E M E F ADELINA DE ALMEIDA BARRETO,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
